order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,total_amount,order_status,shipping_address,payment_method
46,2459,2022-01-01 00:00:00,Toys,Product_895,3,185.49,556.47,Completed,4022 Main St,Credit Card
47,270,2021-03-07 00:00:00,Toys,Product_341,3,402.12,1206.36,Pending,9961 Pine St,PayPal
48,5442,2022-12-09 00:00:00,Clothing,Product_461,6,122.67,736.02,Cancelled,2691 Oak St,Cash
49,1059,2021-01-10 00:00:00,Toys,Product_740,6,68.13,408.78,Pending,9643 Maple St,Debit Card
50,7069,2023-06-06 00:00:00,Beauty,Product_518,5,496.07,2480.35,Cancelled,3497 Pine St,Bank Transfer
51,6761,2022-09-09 00:00:00,Food,Product_383,7,46.52,325.64,Completed,812 Maple St,Credit Card
52,1100,2020-03-16 00:00:00,Clothing,Product_144,9,136.13,1225.17,Pending,7319 Maple St,Debit Card
53,396,2022-09-13 00:00:00,Sports,Product_843,9,114.77,1032.93,Cancelled,6387 Maple St,Credit Card
54,519,2021-05-07 00:00:00,Clothing,Product_882,5,244.02,1220.1,Completed,7492 Oak St,PayPal
55,6581,2021-10-26 00:00:00,Garden,Product_432,1,489.17,489.17,Pending,3100 Oak St,Debit Card
56,5496,2020-08-21 00:00:00,Automotive,Product_505,1,299.1,299.1,Processing,5956 Elm St,Cash
57,3769,2021-09-16 00:00:00,Toys,Product_327,9,303.91,2735.19,Completed,6620 Main St,Bank Transfer
58,8067,2020-11-28 00:00:00,Home,Product_920,8,445.25,3562.0,Pending,3747 Oak St,PayPal
59,3046,2022-12-13 00:00:00,Electronics,Product_584,9,239.77,2157.93,Pending,2144 Elm St,PayPal
60,9847,2022-07-07 00:00:00,Electronics,Product_396,6,96.01,576.06,Cancelled,9935 Elm St,Credit Card
61,2523,2021-05-30 00:00:00,Clothing,Product_151,1,106.89,106.89,Pending,2380 Main St,Credit Card
62,1633,2023-10-04 00:00:00,Automotive,Product_90,5,255.65,1278.25,Completed,2140 Elm St,Cash
63,9255,2021-06-13 00:00:00,Beauty,Product_682,3,252.5,757.5,Processing,324 Maple St,Cash
64,6086,2020-03-22 00:00:00,Electronics,Product_947,5,387.02,1935.1,Completed,1495 Elm St,PayPal
65,5758,2022-12-09 00:00:00,Books,Product_820,8,319.21,2553.68,Pending,7496 Maple St,Debit Card
66,2097,2023-04-18 00:00:00,Sports,Product_728,2,144.81,289.62,Cancelled,1502 Oak St,Debit Card
67,1356,2021-07-08 00:00:00,Clothing,Product_265,2,427.98,855.96,Processing,463 Oak St,Bank Transfer
68,9515,2022-09-05 00:00:00,Toys,Product_232,2,89.19,178.38,Shipped,498 Main St,Cash
69,5389,2021-08-25 00:00:00,Electronics,Product_428,4,63.04,252.16,Processing,5464 Pine St,PayPal
70,1583,2020-09-08 00:00:00,Food,Product_476,3,213.09,639.27,Completed,7308 Oak St,Cash
71,2269,2020-01-30 00:00:00,Automotive,Product_880,6,324.03,1944.18,Shipped,2071 Maple St,PayPal
72,9511,2022-10-11 00:00:00,Home,Product_518,7,105.57,738.99,Processing,976 Oak St,Cash
73,1544,2021-02-12 00:00:00,Garden,Product_888,7,243.49,1704.43,Processing,5407 Oak St,Bank Transfer
74,3108,2020-08-16 00:00:00,Garden,Product_455,1,428.05,428.05,Shipped,6185 Main St,Debit Card
75,8152,2023-12-10 00:00:00,Sports,Product_793,1,121.82,121.82,Shipped,7934 Elm St,Debit Card
76,3177,2021-09-09 00:00:00,Toys,Product_845,6,354.91,2129.46,Pending,4995 Maple St,Debit Card
77,3393,2021-03-29 00:00:00,Books,Product_901,7,305.42,2137.94,Shipped,515 Oak St,Bank Transfer
78,2854,2023-09-14 00:00:00,Electronics,Product_325,3,253.43,760.29,Completed,244 Main St,Bank Transfer
79,6517,2022-08-07 00:00:00,Automotive,Product_713,5,125.92,629.6,Cancelled,4627 Maple St,Bank Transfer
80,3040,2021-10-03 00:00:00,Food,Product_922,6,69.02,414.12,Pending,1850 Main St,Credit Card
81,6614,2023-01-03 00:00:00,Food,Product_738,2,65.62,131.24,Shipped,9485 Oak St,Credit Card
82,7708,2022-11-09 00:00:00,Home,Product_714,1,63.2,63.2,Processing,9848 Maple St,Bank Transfer
83,5372,2022-07-22 00:00:00,Toys,Product_282,5,272.77,1363.85,Processing,406 Elm St,PayPal
84,5885,2022-12-23 00:00:00,Sports,Product_677,9,391.57,3524.13,Pending,3170 Oak St,Credit Card
85,3920,2023-02-04 00:00:00,Toys,Product_19,5,494.14,2470.7,Processing,6200 Main St,PayPal
86,8806,2022-09-27 00:00:00,Electronics,Product_730,10,438.26,4382.6,Pending,7338 Oak St,Debit Card
87,3512,2021-10-28 00:00:00,Garden,Product_581,2,151.69,303.38,Completed,2749 Elm St,PayPal
88,1286,2020-06-02 00:00:00,Food,Product_142,1,162.14,162.14,Processing,1605 Pine St,Cash
89,481,2021-01-24 00:00:00,Home,Product_899,10,350.04,3500.4,Completed,4494 Elm St,PayPal
90,5509,2022-06-04 00:00:00,Toys,Product_566,10,386.52,3865.2,Shipped,4898 Elm St,PayPal
91,188,2021-03-19 00:00:00,Electronics,Product_877,4,481.07,1924.28,Processing,7275 Elm St,Cash
92,3560,2023-04-01 00:00:00,Toys,Product_962,6,490.53,2943.18,Pending,8901 Pine St,Debit Card
93,2947,2023-11-06 00:00:00,Electronics,Product_426,9,293.0,2637.0,Cancelled,9849 Main St,Bank Transfer
94,4783,2020-01-23 00:00:00,Beauty,Product_549,8,492.59,3940.72,Cancelled,3507 Elm St,PayPal
95,5451,2023-06-29 00:00:00,Books,Product_180,1,332.62,332.62,Processing,1559 Main St,Bank Transfer
96,1953,2021-07-23 00:00:00,Food,Product_74,7,359.99,2519.93,Pending,8290 Pine St,Cash
97,4324,2023-04-13 00:00:00,Clothing,Product_153,3,30.48,91.44,Pending,4410 Pine St,Credit Card
98,6257,2023-02-22 00:00:00,Automotive,Product_277,6,415.86,2495.16,Shipped,6342 Elm St,Cash
99,2647,2023-03-10 00:00:00,Books,Product_770,6,187.6,1125.6,Pending,7916 Oak St,Bank Transfer
100,9967,2020-12-27 00:00:00,Sports,Product_683,7,246.48,1725.36,Cancelled,5876 Elm St,Cash
101,9785,2023-02-22 00:00:00,Sports,Product_857,8,479.9,3839.2,Shipped,488 Maple St,Bank Transfer
102,2203,2021-07-01 00:00:00,Automotive,Product_955,3,63.85,191.55,Shipped,7824 Main St,Credit Card
103,8797,2021-03-03 00:00:00,Books,Product_66,9,486.81,4381.29,Processing,3079 Elm St,Debit Card
104,3056,2021-05-10 00:00:00,Books,Product_726,8,173.8,1390.4,Completed,3806 Pine St,Bank Transfer
105,2805,2022-10-12 00:00:00,Automotive,Product_952,8,333.58,2668.64,Cancelled,9537 Maple St,PayPal
106,1503,2022-09-04 00:00:00,Electronics,Product_492,1,303.67,303.67,Processing,9819 Elm St,Cash
107,4564,2020-01-18 00:00:00,Toys,Product_513,3,340.36,1021.08,Pending,4066 Elm St,Cash
108,7587,2020-05-10 00:00:00,Home,Product_654,5,30.18,150.9,Shipped,820 Oak St,Cash
109,4571,2023-11-01 00:00:00,Books,Product_913,9,226.8,2041.2,Processing,3688 Maple St,Bank Transfer
110,6245,2023-11-29 00:00:00,Food,Product_816,7,491.15,3438.05,Pending,6793 Main St,PayPal
111,9828,2020-12-12 00:00:00,Electronics,Product_424,5,92.58,462.9,Processing,2030 Maple St,Credit Card
112,9025,2020-08-13 00:00:00,Books,Product_412,7,402.76,2819.32,Completed,7208 Pine St,Bank Transfer
113,6632,2020-01-22 00:00:00,Home,Product_769,10,339.41,3394.1,Processing,2570 Oak St,PayPal
114,9369,2022-07-14 00:00:00,Clothing,Product_956,8,441.43,3531.44,Pending,309 Maple St,Debit Card
115,4137,2023-10-20 00:00:00,Toys,Product_43,9,14.29,128.61,Shipped,3095 Maple St,Bank Transfer
116,6268,2020-04-04 00:00:00,Clothing,Product_36,4,427.61,1710.44,Pending,4193 Pine St,Debit Card
117,4036,2021-03-08 00:00:00,Electronics,Product_330,7,255.11,1785.77,Processing,2121 Main St,Credit Card
118,2987,2021-02-26 00:00:00,Books,Product_39,4,343.75,1375.0,Pending,212 Maple St,Cash
119,9888,2020-05-17 00:00:00,Food,Product_202,7,149.23,1044.61,Completed,3837 Oak St,Cash
120,4988,2020-04-06 00:00:00,Clothing,Product_166,1,258.16,258.16,Shipped,8036 Maple St,Credit Card
121,728,2020-04-07 00:00:00,Clothing,Product_430,3,365.14,1095.42,Completed,2176 Elm St,Cash
122,5341,2023-08-01 00:00:00,Home,Product_414,3,160.98,482.94,Cancelled,8315 Pine St,Bank Transfer
123,5977,2022-03-22 00:00:00,Books,Product_992,3,284.01,852.03,Shipped,9661 Maple St,Credit Card
124,7715,2022-03-18 00:00:00,Electronics,Product_447,7,103.21,722.47,Shipped,4339 Oak St,Credit Card
125,1650,2020-08-20 00:00:00,Toys,Product_840,4,277.34,1109.36,Pending,2160 Main St,PayPal
126,6792,2020-09-12 00:00:00,Books,Product_598,2,292.04,584.08,Pending,3424 Maple St,Credit Card
127,3556,2021-08-26 00:00:00,Clothing,Product_882,4,67.75,271.0,Processing,684 Elm St,Credit Card
128,38,2022-12-21 00:00:00,Sports,Product_643,4,389.91,1559.64,Processing,4105 Main St,Debit Card
129,842,2020-06-10 00:00:00,Sports,Product_924,9,238.54,2146.86,Processing,5855 Pine St,PayPal
130,6283,2020-10-17 00:00:00,Beauty,Product_1000,10,230.16,2301.6,Shipped,373 Main St,PayPal
131,1685,2022-10-03 00:00:00,Books,Product_304,4,185.86,743.44,Processing,8311 Oak St,PayPal
132,1092,2022-01-12 00:00:00,Sports,Product_20,9,127.92,1151.28,Cancelled,3639 Main St,Credit Card
133,4650,2023-07-15 00:00:00,Beauty,Product_105,7,138.69,970.83,Pending,8920 Elm St,Cash
134,7444,2021-06-28 00:00:00,Automotive,Product_524,5,232.55,1162.75,Pending,927 Elm St,Debit Card
135,6119,2020-05-27 00:00:00,Sports,Product_371,10,116.35,1163.5,Completed,1334 Maple St,PayPal
136,8757,2022-11-21 00:00:00,Clothing,Product_264,3,42.21,126.63,Completed,8172 Main St,Debit Card
137,8880,2022-12-06 00:00:00,Home,Product_427,2,366.89,733.78,Shipped,6467 Oak St,Debit Card
138,6156,2021-06-29 00:00:00,Beauty,Product_954,5,314.05,1570.25,Shipped,394 Maple St,Debit Card
139,4740,2021-02-23 00:00:00,Books,Product_316,9,49.42,444.78,Cancelled,4341 Pine St,Credit Card
140,6471,2021-01-16 00:00:00,Beauty,Product_68,1,138.42,138.42,Processing,2521 Elm St,Cash
141,5066,2020-07-13 00:00:00,Sports,Product_850,5,10.61,53.05,Processing,2793 Main St,Credit Card
142,1006,2022-11-10 00:00:00,Books,Product_122,2,296.34,592.68,Completed,6034 Oak St,Credit Card
143,52,2020-01-29 00:00:00,Food,Product_934,2,370.78,741.56,Cancelled,5772 Elm St,Bank Transfer
144,5252,2021-06-21 00:00:00,Automotive,Product_751,9,107.48,967.32,Shipped,7838 Maple St,Bank Transfer
145,7729,2020-09-05 00:00:00,Clothing,Product_907,8,433.03,3464.24,Cancelled,7752 Oak St,Cash
146,1067,2023-12-20 00:00:00,Electronics,Product_642,7,230.36,1612.52,Pending,5697 Oak St,Cash
147,6782,2023-01-23 00:00:00,Home,Product_775,7,390.1,2730.7,Cancelled,8716 Maple St,PayPal
148,6605,2020-11-14 00:00:00,Clothing,Product_45,8,324.04,2592.32,Pending,3488 Elm St,Cash
149,4259,2021-10-15 00:00:00,Sports,Product_766,3,370.69,1112.07,Pending,9565 Elm St,Debit Card
150,3632,2023-09-22 00:00:00,Automotive,Product_760,6,255.75,1534.5,Cancelled,8987 Pine St,Cash
151,7655,2022-12-28 00:00:00,Automotive,Product_739,10,60.22,602.2,Shipped,612 Maple St,Debit Card
152,2385,2021-09-15 00:00:00,Books,Product_27,10,471.69,4716.9,Processing,1470 Main St,Debit Card
153,7110,2023-10-19 00:00:00,Electronics,Product_60,6,354.72,2128.32,Cancelled,8410 Maple St,Debit Card
154,9118,2022-01-31 00:00:00,Electronics,Product_157,8,158.31,1266.48,Completed,9463 Pine St,Credit Card
155,8868,2022-09-26 00:00:00,Clothing,Product_60,5,250.36,1251.8,Cancelled,6016 Maple St,Credit Card
156,9142,2023-02-24 00:00:00,Garden,Product_184,6,36.88,221.28,Cancelled,851 Maple St,Cash
157,4630,2022-04-05 00:00:00,Toys,Product_556,3,205.28,615.84,Completed,3442 Elm St,Bank Transfer
158,4545,2020-07-26 00:00:00,Toys,Product_912,5,413.72,2068.6,Shipped,3583 Maple St,Debit Card
159,4098,2022-01-18 00:00:00,Garden,Product_592,2,148.38,296.76,Processing,7744 Pine St,Credit Card
160,6027,2023-08-08 00:00:00,Toys,Product_155,9,62.45,562.05,Processing,6807 Pine St,Cash
161,8556,2022-06-26 00:00:00,Sports,Product_882,9,452.23,4070.07,Cancelled,3226 Oak St,Bank Transfer
162,4270,2020-10-28 00:00:00,Sports,Product_502,5,401.58,2007.9,Pending,4052 Maple St,Bank Transfer
163,2556,2022-08-02 00:00:00,Food,Product_439,4,42.91,171.64,Completed,1919 Oak St,Debit Card
164,4705,2021-03-11 00:00:00,Beauty,Product_975,5,100.37,501.85,Pending,5840 Pine St,Bank Transfer
165,2486,2022-04-07 00:00:00,Food,Product_886,5,214.24,1071.2,Shipped,7010 Maple St,Debit Card
166,3652,2023-04-08 00:00:00,Toys,Product_755,2,107.13,214.26,Completed,1137 Elm St,Bank Transfer
167,1547,2021-05-25 00:00:00,Beauty,Product_572,9,52.04,468.36,Cancelled,6821 Pine St,Bank Transfer
168,8851,2020-07-01 00:00:00,Garden,Product_302,8,454.52,3636.16,Cancelled,1293 Main St,Bank Transfer
169,6035,2021-10-07 00:00:00,Beauty,Product_860,5,39.13,195.65,Cancelled,4563 Oak St,PayPal
170,8777,2022-05-20 00:00:00,Toys,Product_628,2,283.49,566.98,Pending,6582 Oak St,PayPal
171,1072,2022-03-28 00:00:00,Clothing,Product_864,8,350.34,2802.72,Processing,2655 Elm St,Cash
172,9503,2023-06-11 00:00:00,Books,Product_952,2,322.88,645.76,Cancelled,6920 Main St,Bank Transfer
173,9392,2023-01-11 00:00:00,Home,Product_988,2,55.11,110.22,Shipped,1857 Main St,PayPal
174,3238,2021-02-07 00:00:00,Food,Product_134,7,23.36,163.52,Cancelled,3032 Oak St,Cash
175,8108,2023-01-15 00:00:00,Garden,Product_836,8,13.97,111.76,Completed,2087 Main St,Bank Transfer
176,1339,2022-03-06 00:00:00,Home,Product_826,7,26.54,185.78,Completed,6089 Oak St,PayPal
177,9388,2021-02-05 00:00:00,Garden,Product_203,6,462.71,2776.26,Pending,116 Oak St,Bank Transfer
178,2792,2020-07-05 00:00:00,Beauty,Product_878,9,370.46,3334.14,Processing,5591 Main St,Credit Card
179,1949,2021-04-15 00:00:00,Clothing,Product_98,6,168.49,1010.94,Processing,2217 Elm St,Bank Transfer
180,712,2023-11-23 00:00:00,Toys,Product_56,8,56.72,453.76,Shipped,8794 Oak St,Debit Card
181,3419,2021-03-14 00:00:00,Toys,Product_43,4,459.94,1839.76,Pending,540 Maple St,PayPal
182,985,2023-12-18 00:00:00,Garden,Product_3,8,409.87,3278.96,Completed,289 Main St,PayPal
183,9961,2021-11-09 00:00:00,Beauty,Product_629,2,294.45,588.9,Shipped,9373 Elm St,Credit Card
184,3516,2022-08-17 00:00:00,Clothing,Product_126,5,13.95,69.75,Processing,5959 Maple St,PayPal
185,6892,2020-01-28 00:00:00,Automotive,Product_777,5,460.1,2300.5,Pending,4042 Oak St,Cash
186,5478,2021-11-16 00:00:00,Clothing,Product_65,6,192.44,1154.64,Processing,7311 Elm St,Credit Card
187,3073,2022-03-10 00:00:00,Food,Product_657,8,42.45,339.6,Pending,4554 Maple St,PayPal
188,1192,2021-03-09 00:00:00,Sports,Product_96,4,25.34,101.36,Processing,3640 Elm St,Bank Transfer
189,8248,2021-02-13 00:00:00,Food,Product_202,10,347.01,3470.1,Processing,232 Pine St,PayPal
190,6158,2020-05-15 00:00:00,Beauty,Product_382,7,115.59,809.13,Completed,2839 Elm St,Cash
191,659,2020-11-22 00:00:00,Beauty,Product_256,9,459.57,4136.13,Shipped,2712 Maple St,Bank Transfer
192,7491,2022-05-21 00:00:00,Books,Product_976,9,145.84,1312.56,Shipped,6288 Main St,Debit Card
193,7176,2021-11-12 00:00:00,Electronics,Product_347,1,395.83,395.83,Processing,7004 Main St,Bank Transfer
194,3124,2022-03-04 00:00:00,Books,Product_176,4,30.26,121.04,Completed,8086 Elm St,PayPal
195,519,2020-09-10 00:00:00,Clothing,Product_542,1,401.38,401.38,Cancelled,7587 Oak St,Credit Card
196,2557,2020-06-22 00:00:00,Clothing,Product_872,3,239.85,719.55,Shipped,2574 Pine St,Credit Card
197,2867,2021-09-24 00:00:00,Clothing,Product_437,8,361.76,2894.08,Pending,420 Pine St,Credit Card
198,3536,2023-08-15 00:00:00,Books,Product_182,3,350.33,1050.99,Cancelled,1667 Elm St,PayPal
199,6609,2023-06-07 00:00:00,Automotive,Product_488,2,409.73,819.46,Cancelled,347 Oak St,PayPal
200,6999,2023-04-14 00:00:00,Automotive,Product_416,2,454.08,908.16,Shipped,4853 Elm St,Debit Card
201,2704,2022-11-23 00:00:00,Garden,Product_346,2,160.35,320.7,Completed,2846 Maple St,Debit Card
202,7558,2022-01-14 00:00:00,Automotive,Product_381,8,59.35,474.8,Completed,5862 Maple St,Cash
203,9713,2020-04-06 00:00:00,Books,Product_209,4,319.58,1278.32,Completed,6663 Elm St,Bank Transfer
204,6509,2021-07-18 00:00:00,Clothing,Product_198,6,312.06,1872.36,Processing,6023 Elm St,Cash
205,9042,2022-08-26 00:00:00,Toys,Product_74,5,72.75,363.75,Pending,8078 Oak St,Credit Card
206,7840,2020-05-13 00:00:00,Beauty,Product_487,5,71.8,359.0,Pending,6473 Maple St,Debit Card
207,4261,2021-09-07 00:00:00,Beauty,Product_946,4,199.65,798.6,Completed,563 Pine St,Credit Card
208,3179,2023-01-22 00:00:00,Books,Product_30,2,477.71,955.42,Shipped,1929 Elm St,Debit Card
209,5089,2020-06-01 00:00:00,Beauty,Product_353,6,68.59,411.54,Processing,4829 Oak St,Debit Card
210,9419,2023-12-02 00:00:00,Automotive,Product_281,3,274.79,824.37,Processing,2028 Elm St,PayPal
211,1120,2022-05-27 00:00:00,Electronics,Product_878,6,12.73,76.38,Shipped,1545 Pine St,Credit Card
212,7553,2020-12-28 00:00:00,Home,Product_536,10,175.78,1757.8,Shipped,2814 Maple St,Cash
213,5362,2022-10-26 00:00:00,Clothing,Product_584,4,371.13,1484.52,Shipped,2552 Main St,Cash
214,1312,2020-01-25 00:00:00,Home,Product_125,5,85.17,425.85,Completed,6379 Pine St,Debit Card
215,533,2021-04-17 00:00:00,Food,Product_80,6,488.11,2928.66,Shipped,6743 Main St,Debit Card
216,8830,2021-08-02 00:00:00,Sports,Product_360,8,333.89,2671.12,Shipped,5226 Maple St,Bank Transfer
217,3996,2021-12-21 00:00:00,Books,Product_443,8,178.34,1426.72,Completed,4780 Pine St,Cash
218,1373,2022-02-16 00:00:00,Automotive,Product_285,9,235.57,2120.13,Shipped,3676 Oak St,PayPal
219,9888,2021-01-06 00:00:00,Home,Product_980,9,263.7,2373.3,Pending,2807 Pine St,Credit Card
220,316,2023-11-29 00:00:00,Electronics,Product_886,1,157.97,157.97,Processing,6813 Elm St,Credit Card
221,4479,2021-11-23 00:00:00,Toys,Product_521,10,204.74,2047.4,Processing,922 Elm St,Cash
222,7848,2020-07-18 00:00:00,Beauty,Product_21,5,391.13,1955.65,Cancelled,2327 Elm St,Bank Transfer
223,2092,2020-12-06 00:00:00,Clothing,Product_732,6,447.79,2686.74,Processing,8533 Oak St,Credit Card
224,5756,2020-01-17 00:00:00,Electronics,Product_481,8,355.31,2842.48,Cancelled,3603 Main St,Debit Card
225,431,2021-06-05 00:00:00,Clothing,Product_390,3,422.24,1266.72,Shipped,7568 Oak St,Cash
226,5207,2022-03-14 00:00:00,Garden,Product_713,5,210.8,1054.0,Cancelled,2331 Pine St,Credit Card
227,3042,2020-05-09 00:00:00,Garden,Product_660,1,81.38,81.38,Completed,5250 Main St,Cash
228,2617,2023-10-25 00:00:00,Sports,Product_902,4,413.3,1653.2,Cancelled,1744 Maple St,PayPal
229,9925,2021-02-04 00:00:00,Clothing,Product_561,2,290.59,581.18,Shipped,6515 Elm St,Credit Card
230,2507,2022-11-03 00:00:00,Toys,Product_595,1,81.51,81.51,Completed,4362 Maple St,Bank Transfer
231,6035,2020-07-16 00:00:00,Toys,Product_487,6,478.13,2868.78,Cancelled,6226 Elm St,Credit Card
232,2056,2021-05-03 00:00:00,Books,Product_407,3,274.75,824.25,Processing,8848 Oak St,Credit Card
233,2860,2021-05-17 00:00:00,Beauty,Product_794,9,344.53,3100.77,Shipped,2327 Main St,Bank Transfer
234,1112,2020-05-21 00:00:00,Food,Product_473,10,242.92,2429.2,Shipped,472 Elm St,PayPal
235,9010,2020-02-09 00:00:00,Garden,Product_377,10,345.63,3456.3,Cancelled,3958 Pine St,Bank Transfer
236,8535,2023-09-29 00:00:00,Clothing,Product_722,5,323.7,1618.5,Completed,7223 Elm St,Debit Card
237,9668,2023-08-07 00:00:00,Garden,Product_705,2,121.13,242.26,Pending,4510 Main St,PayPal
238,3725,2021-12-22 00:00:00,Toys,Product_186,3,168.24,504.72,Shipped,2467 Oak St,Cash
239,7281,2022-01-17 00:00:00,Garden,Product_896,1,183.76,183.76,Processing,679 Pine St,Credit Card
240,9533,2022-07-20 00:00:00,Food,Product_782,8,165.22,1321.76,Cancelled,6957 Main St,Credit Card
241,1218,2023-08-31 00:00:00,Electronics,Product_992,9,189.37,1704.33,Pending,1224 Maple St,PayPal
242,6306,2023-07-27 00:00:00,Beauty,Product_616,5,12.74,63.7,Processing,1179 Elm St,Credit Card
243,4519,2023-07-04 00:00:00,Home,Product_842,8,404.51,3236.08,Pending,1722 Oak St,PayPal
244,6321,2023-04-30 00:00:00,Beauty,Product_151,6,316.18,1897.08,Processing,1382 Elm St,Cash
245,1896,2022-03-24 00:00:00,Toys,Product_317,2,377.44,754.88,Pending,3912 Main St,PayPal
246,7541,2022-10-30 00:00:00,Books,Product_845,6,369.78,2218.68,Processing,6925 Main St,Cash
247,5117,2021-06-01 00:00:00,Food,Product_36,1,119.66,119.66,Pending,1943 Main St,Cash
248,4686,2021-06-16 00:00:00,Automotive,Product_458,10,445.8,4458.0,Shipped,7245 Main St,PayPal
249,8061,2023-07-16 00:00:00,Toys,Product_554,2,333.02,666.04,Cancelled,9549 Main St,Debit Card
