customer_id,first_name,last_name,email,phone,company,city,country,registration_date,birth_date,total_spent,is_active,customer_segment
82,Daniel,Thomas,customer82@email.com,+1-986-252-8316,WebLtd,San Diego,France,2021-11-11,2009-07-07,7628.73,False,Regular
83,William,Miller,customer83@email.com,+1-814-344-7274,InfoTech,Columbus,Spain,2020-03-30,1988-07-18,7447.05,False,Regular
84,David,Thomas,customer84@email.com,+1-137-229-9229,AppCorp,Philadelphia,Canada,2022-06-20,1968-12-11,5259.51,False,Premium
85,David,Wilson,customer85@email.com,+1-991-770-3529,DataSoft,San Diego,Germany,2021-11-24,2015-11-30,6927.05,True,Regular
86,Nancy,Gonzalez,customer86@email.com,+1-424-741-8994,WebLtd,New York,Australia,2020-05-20,1981-01-22,6311.61,False,Premium
87,Michael,Wilson,customer87@email.com,+1-200-878-2646,CodeInc,Chicago,Germany,2020-02-29,1964-02-16,3243.75,True,Regular
88,Amanda,Lopez,customer88@email.com,+1-541-249-5000,WebLtd,San Antonio,Australia,2023-10-28,1976-02-26,1699.84,True,Basic
89,Richard,Martin,customer89@email.com,+1-799-346-9153,AppCorp,Chicago,UK,2022-08-02,2017-03-24,2539.77,False,Basic
90,John,Anderson,customer90@email.com,+1-394-793-9955,CloudSys,Los Angeles,Italy,2021-12-08,2012-09-17,2991.54,False,Basic
91,James,Anderson,customer91@email.com,+1-965-409-4263,NetSolutions,Columbus,Italy,2020-08-06,1981-04-12,3813.64,False,Basic
92,Jennifer,Martinez,customer92@email.com,+1-122-949-7484,DevCorp,New York,Australia,2023-11-05,1964-05-26,9106.17,False,Regular
93,Emily,Martin,customer93@email.com,+1-921-460-4588,InfoTech,San Jose,Germany,2023-10-20,2019-02-20,6808.55,True,Basic
94,Sarah,Johnson,customer94@email.com,+1-416-907-8222,TechCorp,San Jose,France,2020-09-26,1968-02-01,9096.28,False,Basic
95,Michelle,Garcia,customer95@email.com,+1-305-235-9837,SysGroup,Dallas,Netherlands,2021-07-12,1974-10-05,2569.7,False,Regular
96,William,Brown,customer96@email.com,+1-579-177-3306,InfoTech,Columbus,Spain,2023-02-15,1992-10-24,903.03,False,Premium
97,James,Moore,customer97@email.com,+1-226-565-7038,DevCorp,San Jose,Spain,2023-07-31,1993-04-29,1083.46,True,Regular
98,John,Martin,customer98@email.com,+1-674-435-4626,DataSoft,Austin,Italy,2023-12-06,1987-02-10,6492.39,True,Premium
99,Jane,Johnson,customer99@email.com,+1-411-604-2902,DataSoft,Houston,Netherlands,2020-10-04,1994-11-13,4536.44,False,Basic
100,David,Wilson,customer100@email.com,+1-770-201-9017,AppCorp,San Antonio,Germany,2020-03-08,1993-03-29,2172.7,False,Premium
101,Amanda,Brown,customer101@email.com,+1-802-476-9920,SysGroup,New York,Spain,2021-07-19,1977-01-10,9682.07,False,Premium
102,Robert,Martin,customer102@email.com,+1-121-151-6464,InfoTech,Chicago,Australia,2021-02-24,1966-02-26,8298.18,True,Basic
103,Robert,Davis,customer103@email.com,+1-436-892-3417,AppCorp,New York,Germany,2020-10-23,1971-08-30,5402.15,True,Premium
104,John,Jones,customer104@email.com,+1-115-466-4898,AppCorp,Philadelphia,USA,2020-12-22,1983-10-22,523.99,False,Basic
105,Sarah,Williams,customer105@email.com,+1-587-559-6931,WebLtd,San Jose,Canada,2022-07-14,2005-03-14,2215.5,True,Basic
106,Christopher,Martinez,customer106@email.com,+1-569-758-1510,TechCorp,San Diego,Spain,2022-05-23,1969-09-07,4902.69,False,Premium
107,Michael,Hernandez,customer107@email.com,+1-722-251-2076,CloudSys,Phoenix,Australia,2023-07-20,2012-07-07,5483.56,False,Regular
108,Betty,Taylor,customer108@email.com,+1-401-564-9282,AppCorp,San Antonio,Canada,2023-12-08,1970-04-07,8527.93,True,Regular
109,Thomas,Davis,customer109@email.com,+1-523-447-8430,NetSolutions,San Antonio,Canada,2021-10-02,1998-04-15,3125.24,False,Regular
110,David,Thomas,customer110@email.com,+1-168-193-2398,DataSoft,San Antonio,Canada,2022-02-02,1971-09-03,5563.71,False,Basic
111,Sarah,Wilson,customer111@email.com,+1-462-994-7929,TechCorp,Phoenix,Australia,2021-10-01,1991-07-19,1036.01,True,Premium
112,Karen,Davis,customer112@email.com,+1-967-210-6736,WebLtd,Philadelphia,Canada,2021-07-24,2011-07-04,2261.59,False,Basic
113,Betty,Martin,customer113@email.com,+1-791-758-1430,AppCorp,Charlotte,Germany,2020-02-29,1976-03-08,2732.7,False,Regular
114,Amanda,Smith,customer114@email.com,+1-285-990-3347,AppCorp,Austin,Spain,2020-05-22,1972-09-22,7409.69,True,Premium
115,Christopher,Miller,customer115@email.com,+1-485-529-8432,SysGroup,Chicago,France,2021-09-30,1989-02-06,7768.36,True,Premium
116,David,Garcia,customer116@email.com,+1-872-732-1815,DataSoft,Phoenix,Italy,2023-09-17,1998-01-15,4856.62,False,Regular
117,James,Miller,customer117@email.com,+1-873-624-2864,SysGroup,San Antonio,Canada,2021-08-03,2013-03-18,4866.33,False,Premium
118,Emily,Gonzalez,customer118@email.com,+1-713-156-1125,InfoTech,Phoenix,UK,2020-10-08,1982-12-03,2894.47,True,Premium
119,Karen,Wilson,customer119@email.com,+1-279-232-7229,WebLtd,Jacksonville,UK,2022-10-21,2010-02-15,8333.54,False,Premium
120,Richard,Johnson,customer120@email.com,+1-546-119-8532,DataSoft,Columbus,France,2023-03-25,1998-07-06,5734.0,False,Regular
121,Sarah,Gonzalez,customer121@email.com,+1-121-432-3815,AppCorp,San Diego,France,2020-06-29,1999-03-07,8444.84,True,Regular
122,Daniel,Gonzalez,customer122@email.com,+1-636-180-7484,DevCorp,Jacksonville,France,2021-03-29,1989-11-17,7791.18,True,Basic
123,Sarah,Taylor,customer123@email.com,+1-622-298-6724,SysGroup,Jacksonville,Mexico,2021-04-28,1969-03-22,1464.44,True,Premium
124,Betty,Jones,customer124@email.com,+1-878-877-2234,CloudSys,Fort Worth,Italy,2022-08-08,2010-07-29,7598.77,False,Basic
125,Daniel,Martin,customer125@email.com,+1-430-984-6179,CloudSys,San Diego,Canada,2022-08-18,1999-09-03,6313.85,False,Basic
126,Jane,Lopez,customer126@email.com,+1-619-175-6085,CodeInc,San Diego,USA,2020-04-26,1993-01-29,8316.97,True,Basic
127,Michael,Martin,customer127@email.com,+1-708-619-7299,CodeInc,San Jose,Netherlands,2020-03-25,2000-05-06,9090.5,True,Regular
128,Betty,Thomas,customer128@email.com,+1-613-254-2013,CodeInc,Los Angeles,France,2020-06-21,2005-04-07,6461.27,True,Premium
129,Thomas,Anderson,customer129@email.com,+1-636-635-3600,SysGroup,Philadelphia,Germany,2022-03-04,1996-09-02,7744.65,True,Basic
130,William,Williams,customer130@email.com,+1-437-196-7333,DevCorp,Phoenix,Australia,2020-11-03,1989-11-27,815.02,True,Regular
131,Jennifer,Gonzalez,customer131@email.com,+1-232-709-2388,DevCorp,Dallas,Spain,2023-08-10,1989-06-20,8131.85,True,Basic
132,Michelle,Taylor,customer132@email.com,+1-470-118-6940,DevCorp,Chicago,UK,2021-11-30,2003-08-17,1920.05,True,Premium
133,Michael,Martinez,customer133@email.com,+1-964-907-2657,WebLtd,Fort Worth,Netherlands,2022-12-14,1963-05-21,6619.29,True,Basic
134,Richard,Jones,customer134@email.com,+1-266-285-3712,CodeInc,New York,Spain,2022-01-16,1981-04-23,9695.89,False,Basic
135,Thomas,Davis,customer135@email.com,+1-646-344-6070,CodeInc,Charlotte,UK,2022-01-23,2011-03-05,9844.4,False,Regular
136,Richard,Taylor,customer136@email.com,+1-640-528-3655,InfoTech,Fort Worth,Australia,2020-10-10,1982-06-06,521.8,False,Regular
137,Nancy,Brown,customer137@email.com,+1-828-966-9452,DataSoft,Phoenix,Canada,2020-11-24,1984-06-21,4493.19,True,Regular
138,Michael,Davis,customer138@email.com,+1-936-561-6727,TechCorp,San Antonio,USA,2022-03-22,2005-01-13,3739.61,False,Premium
139,Amanda,Davis,customer139@email.com,+1-128-426-2623,SysGroup,Fort Worth,Mexico,2020-10-08,1963-06-09,2868.79,False,Basic
140,David,Thomas,customer140@email.com,+1-559-730-1086,DataSoft,New York,Germany,2021-03-17,1973-05-31,5488.04,False,Premium
141,Jennifer,Davis,customer141@email.com,+1-408-224-1782,InfoTech,San Antonio,Australia,2022-07-25,1965-08-20,1108.58,False,Basic
142,Nancy,Smith,customer142@email.com,+1-747-627-4963,CloudSys,Phoenix,Spain,2020-01-04,2015-02-27,3528.16,False,Premium
143,Michael,Taylor,customer143@email.com,+1-469-169-9618,WebLtd,Dallas,Netherlands,2023-02-08,1961-10-28,3904.54,False,Premium
144,Richard,Lopez,customer144@email.com,+1-359-865-1266,SysGroup,Fort Worth,Canada,2021-12-07,1981-08-19,7329.41,True,Basic
145,William,Jones,customer145@email.com,+1-145-460-9945,SysGroup,Columbus,Mexico,2023-11-03,2001-09-06,9808.19,False,Basic
146,Lisa,Jones,customer146@email.com,+1-164-833-8498,TechCorp,Phoenix,UK,2020-03-30,1977-11-23,8857.9,False,Regular
147,Christopher,Gonzalez,customer147@email.com,+1-934-656-8756,DevCorp,New York,UK,2021-08-08,1992-01-10,8621.39,True,Basic
148,William,Rodriguez,customer148@email.com,+1-227-918-7029,NetSolutions,Charlotte,Spain,2022-06-19,1994-09-08,3390.37,True,Regular
149,Karen,Lopez,customer149@email.com,+1-916-631-5369,DataSoft,Jacksonville,Spain,2020-06-10,1998-08-19,6024.53,True,Basic
150,Jennifer,Hernandez,customer150@email.com,+1-205-181-6372,DevCorp,Phoenix,Italy,2023-05-19,1998-03-24,1666.45,False,Regular
151,Thomas,Johnson,customer151@email.com,+1-844-990-6776,AppCorp,San Antonio,Germany,2023-08-02,1965-02-22,750.41,False,Regular
152,Christopher,Garcia,customer152@email.com,+1-131-246-8179,TechCorp,Chicago,Canada,2021-04-28,2017-11-17,3663.28,False,Basic
153,Jane,Martin,customer153@email.com,+1-257-795-8371,SysGroup,Philadelphia,Italy,2020-06-06,2011-06-28,1376.95,False,Regular
154,William,Rodriguez,customer154@email.com,+1-355-216-1424,CloudSys,San Diego,Netherlands,2022-03-03,2010-05-22,1177.61,False,Basic
155,Thomas,Miller,customer155@email.com,+1-726-392-9047,InfoTech,Los Angeles,Mexico,2020-05-31,2000-07-21,1726.56,False,Premium
156,William,Lopez,customer156@email.com,+1-826-166-9882,DevCorp,Charlotte,Germany,2020-11-18,2017-03-18,1740.91,False,Basic
157,Emily,Brown,customer157@email.com,+1-305-911-3275,InfoTech,Fort Worth,Italy,2020-02-23,1992-05-17,5540.21,False,Regular
158,Nancy,Jones,customer158@email.com,+1-726-188-2077,DevCorp,San Antonio,Italy,2022-12-12,1996-11-07,7691.65,True,Premium
159,William,Williams,customer159@email.com,+1-560-577-9476,SysGroup,Chicago,Netherlands,2023-08-03,2012-09-24,1819.63,True,Regular
160,Christopher,Johnson,customer160@email.com,+1-951-227-9488,CloudSys,Phoenix,Mexico,2020-11-27,1988-12-11,9347.38,True,Regular
161,Christopher,Martinez,customer161@email.com,+1-966-180-5105,InfoTech,Austin,Netherlands,2021-07-16,1971-03-25,6250.22,True,Basic
162,Lisa,Jackson,customer162@email.com,+1-694-257-3804,AppCorp,Jacksonville,Australia,2021-11-22,2010-07-25,411.94,True,Premium
163,Jane,Jackson,customer163@email.com,+1-371-766-4453,AppCorp,San Antonio,Australia,2023-08-01,1962-09-19,4980.38,False,Basic
164,Jennifer,Thomas,customer164@email.com,+1-350-924-7653,DevCorp,San Diego,Canada,2023-11-11,1965-05-17,1580.8,False,Regular
165,Thomas,Miller,customer165@email.com,+1-448-721-3353,SysGroup,Columbus,France,2021-12-08,1995-10-09,1307.66,False,Basic
166,Nancy,Brown,customer166@email.com,+1-426-347-8642,DataSoft,Phoenix,Italy,2021-05-22,1972-08-21,968.12,False,Regular
167,Betty,Wilson,customer167@email.com,+1-354-986-3616,SysGroup,Charlotte,Australia,2021-10-02,1977-01-11,7631.21,False,Basic
168,Thomas,Thomas,customer168@email.com,+1-415-609-1379,DataSoft,San Antonio,Netherlands,2022-07-25,1981-08-06,2151.44,False,Premium
169,Jane,Martinez,customer169@email.com,+1-606-711-8710,DevCorp,Dallas,USA,2020-08-08,1998-08-29,1339.35,False,Basic
170,Amanda,Gonzalez,customer170@email.com,+1-474-146-7563,TechCorp,San Jose,Netherlands,2021-02-02,1992-07-10,5532.23,True,Regular
171,Christopher,Anderson,customer171@email.com,+1-882-663-5582,AppCorp,Austin,Australia,2020-08-31,1971-07-18,9750.83,False,Regular
172,William,Moore,customer172@email.com,+1-474-873-3363,InfoTech,San Jose,Netherlands,2022-04-02,2004-11-11,402.55,True,Premium
173,William,Thomas,customer173@email.com,+1-631-567-3440,AppCorp,Charlotte,Netherlands,2020-10-13,1989-06-03,9313.69,False,Premium
174,Richard,Martin,customer174@email.com,+1-857-962-5902,AppCorp,Philadelphia,Netherlands,2022-11-09,2007-10-04,4898.47,False,Regular
175,John,Lopez,customer175@email.com,+1-439-789-2795,NetSolutions,San Jose,Germany,2023-11-10,2016-06-14,266.47,False,Regular
176,Daniel,Jackson,customer176@email.com,+1-333-838-1841,AppCorp,San Diego,Mexico,2022-12-09,2016-06-06,7211.83,False,Premium
177,Emily,Johnson,customer177@email.com,+1-686-817-2800,InfoTech,New York,Italy,2021-10-04,1997-07-27,1514.31,True,Regular
178,Christopher,Martin,customer178@email.com,+1-582-993-2020,CloudSys,Dallas,UK,2023-02-22,1989-02-28,9981.23,False,Basic
179,Richard,Hernandez,customer179@email.com,+1-277-570-9734,SysGroup,Dallas,France,2023-10-16,2017-09-17,8036.53,False,Basic
180,Karen,Miller,customer180@email.com,+1-352-385-5890,InfoTech,Phoenix,Germany,2023-12-14,1978-08-06,6902.4,False,Regular
181,Karen,Lopez,customer181@email.com,+1-673-914-5480,DevCorp,Los Angeles,Australia,2023-10-17,2008-09-24,3796.94,False,Regular
182,David,Martinez,customer182@email.com,+1-143-394-2294,SysGroup,Charlotte,Italy,2023-09-05,1983-01-03,7473.38,True,Premium
183,Nancy,Rodriguez,customer183@email.com,+1-675-812-5450,CloudSys,Los Angeles,Australia,2023-04-16,1981-06-19,2424.58,True,Basic
184,Emily,Johnson,customer184@email.com,+1-202-523-6411,CodeInc,Los Angeles,Mexico,2020-01-11,2009-05-16,9779.11,True,Regular
185,Karen,Thomas,customer185@email.com,+1-766-304-5706,SysGroup,Phoenix,USA,2020-07-02,2018-07-09,5741.33,True,Premium
186,Michelle,Garcia,customer186@email.com,+1-137-956-7504,CodeInc,Chicago,Germany,2020-03-17,1960-10-30,2983.92,True,Regular
187,Jennifer,Anderson,customer187@email.com,+1-756-656-9590,CodeInc,Charlotte,Mexico,2022-10-29,2001-12-27,2728.37,True,Regular
188,Lisa,Anderson,customer188@email.com,+1-763-363-4050,TechCorp,Jacksonville,France,2021-08-27,2010-12-09,6744.01,True,Premium
189,Betty,Gonzalez,customer189@email.com,+1-946-537-9442,SysGroup,Los Angeles,Spain,2023-10-02,1968-07-22,1847.81,True,Regular
190,William,Davis,customer190@email.com,+1-106-367-7284,InfoTech,San Diego,Germany,2021-11-06,1987-02-02,5824.61,True,Regular
191,Amanda,Davis,customer191@email.com,+1-163-783-2936,CodeInc,Phoenix,Mexico,2022-04-10,2005-01-30,9231.06,False,Basic
192,Sarah,Martinez,customer192@email.com,+1-476-729-4618,InfoTech,Chicago,Italy,2020-11-09,2000-10-25,7477.35,False,Regular
193,Nancy,Thomas,customer193@email.com,+1-875-650-4578,InfoTech,Austin,Australia,2020-06-16,2007-02-22,4467.48,False,Premium
194,Daniel,Brown,customer194@email.com,+1-163-948-9972,WebLtd,Houston,Australia,2023-01-04,1973-06-11,1645.37,False,Premium
195,Robert,Jackson,customer195@email.com,+1-600-193-9361,CodeInc,Fort Worth,USA,2022-07-17,1971-11-02,5132.48,False,Basic
196,Jane,Moore,customer196@email.com,+1-573-788-6049,TechCorp,San Antonio,Germany,2020-01-07,1979-07-20,5783.11,True,Regular
197,Amanda,Williams,customer197@email.com,+1-654-161-2130,CodeInc,New York,Germany,2022-04-17,1976-02-23,7689.72,False,Regular
198,Richard,Anderson,customer198@email.com,+1-990-486-7154,DataSoft,Austin,Netherlands,2020-09-29,2018-08-19,8602.87,True,Premium
199,Nancy,Gonzalez,customer199@email.com,+1-641-230-4648,TechCorp,Fort Worth,USA,2021-09-03,2001-07-15,6735.0,False,Basic
200,Richard,Davis,customer200@email.com,+1-353-571-6671,CloudSys,Phoenix,UK,2020-08-19,1962-11-21,8094.78,False,Basic
